iri,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/measurementDeterminedBy-2018-09-06,measurementDeterminedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the value of the MeasurementOrFact.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Rob Guralnick`, `Peter Desmet | Stijn Van Hoey`",http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementDeterminedBy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy,extension
http://rs.tdwg.org/dwc/terms/version/measurementDeterminedDate-2018-09-06,measurementDeterminedDate,The date on which the MeasurementOrFact was made.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). '2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementDeterminedDate-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime,extension
http://rs.tdwg.org/dwc/terms/version/measurementMethod-2018-09-06,measurementMethod,"A description of or reference to (publication, URI) the method or protocol used to determine the measurement, fact, characteristic, or assertion.",,`minimum convex polygon around burrow entrances` (for a home range area). `barometric altimeter` (for an elevation).,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementMethod-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementMethod,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Method or /DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Method or /DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Method,extension
http://rs.tdwg.org/dwc/terms/version/measurementRemarks-2018-09-06,measurementRemarks,Comments or notes accompanying the MeasurementOrFact.,,`tip of tail missing`,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementRemarks,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/ResourceRelationship-2018-09-06,ResourceRelationship,A relationship of one rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) to another.,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to dwc:Occurrence, dwc:Organism, dwc:MaterialSample, dwc:Event, dwc:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.",An instance of an Organism is the mother of another instance of an Organism. A uniquely identified Occurrence represents the same Occurrence as another uniquely identified Occurrence. A MaterialSample is a subsample of another MaterialSample.,,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/ResourceRelationship-2017-10-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/ResourceRelationship,DataSets/DataSet/Units/Unit/Associations,extension
http://rs.tdwg.org/dwc/terms/version/resourceRelationshipID-2018-09-06,resourceRelationshipID,"An identifier for an instance of relationship between one resource (the subject) and another (relatedResource, the object).",,`04b16710-b09c-11e8-96f8-529269fb1459`,http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/resourceRelationshipID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/resourceRelationshipID,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/resourceID-2018-09-06,resourceID,An identifier for the resource that is the subject of the relationship.,,`f809b9e0-b09b-11e8-96f8-529269fb1459`,http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/resourceID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/resourceID,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/relatedResourceID-2018-09-06,relatedResourceID,"An identifier for a related resource (the object, rather than the subject of the relationship).",,`dc609808-b09b-11e8-96f8-529269fb1459`,http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/relatedResourceID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/relatedResourceID,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID,extension
http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2018-09-06,relationshipOfResource,The relationship of the resource identified by relatedResourceID to the subject (optionally identified by the resourceID).,Recommended best practice is to use a controlled vocabulary.,"`sameAs`, `duplicate of`, `mother of`, `endoparasite of`, `host to`, `sibling of`, `valid synonym of`, `located within`",http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/relationshipOfResource,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociationType,extension
http://rs.tdwg.org/dwc/terms/version/relationshipAccordingTo-2018-09-06,relationshipAccordingTo,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",,`Julie Woodruff`,http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/relationshipAccordingTo-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/relationshipAccordingTo,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/relationshipEstablishedDate-2018-09-06,relationshipEstablishedDate,The date-time on which the relationship between the two resources was established.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). '2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/relationshipEstablishedDate-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/relationshipRemarks-2018-09-06,relationshipRemarks,Comments or notes about the relationship between the two resources.,,"`mother and offspring collected from the same nest`, `pollinator captured in the act`",http://rs.tdwg.org/dwc/terms/ResourceRelationship,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/relationshipRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/relationshipRemarks,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/Comments,extension
http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI-2017-10-06,UseWithIRI,The category of terms that are recommended to have an IRI as a value.,A utility class to organize the dwciri: terms.,,http://www.w3.org/2000/01/rdf-schema#Class,2017-10-06,recommended,,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/inDescribedPlace-2015-03-27,inDescribedPlace,Use to link a dcterms:Location instance subject to the lowest level standardized hierarchically-described resource.,"Recommended best practice is to use an IRI from a controlled registry. A ""convenience property"" that replaces Darwin Core literal-value terms related to locations. See Section 2.7.5 of the Darwin Core RDF Guide for details.",`http://vocab.getty.edu/tgn/1019987`,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/inDescribedPlace,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/identifiedBy-2015-03-27,identifiedBy,"A person, group, or organization who assigned the Taxon to the subject.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/identifiedBy,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/recordedBy-2015-03-27,recordedBy,"A person, group, or organization responsible for recording the original Occurrence.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/recordedBy,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/toTaxon-2015-03-27,toTaxon,"Use to link a dwc:Identification instance subject to a taxonomic entity such as a taxon, taxon concept, or taxon name use.","A ""convenience property"" that replaces Darwin Core literal-value terms related to taxonomic entities. See Section 2.7.4 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/toTaxon,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/inCollection-2015-03-27,inCollection,Use to link any subject resource that is part of a collection to the collection containing the resource.,"Recommended best practice is to use an IRI from a controlled registry. A ""convenience property"" that replaces literal-value terms related to collections and institutions. See Section 2.7.3 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/inCollection,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/georeferencedBy-2015-03-27,georeferencedBy,"A person, group, or organization who determined the georeference (spatial representation) for the Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/georeferencedBy,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/behavior-2015-03-27,behavior,A description of the behavior shown by the subject at the time the Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/behavior,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/dataGeneralizations-2015-03-27,dataGeneralizations,Actions taken to make the shared data less specific or complete than in its original form. Suggests that alternative data of higher quality may be available on request.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/dataGeneralizations,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/disposition-2015-03-27,disposition,The current state of a specimen with respect to the collection identified in collectionCode or collectionID.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/disposition,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/earliestGeochronologicalEra-2015-03-27,earliestGeochronologicalEra,Use to link a dwc:GeologicalContext instance to chronostratigraphic time periods at the lowest possible level in a standardized hierarchy.   Use this property to point to the earliest possible geological time period from which the cataloged item was collected.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.6 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/earliestGeochronologicalEra,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2015-03-27,establishmentMeans,The process by which the biological individual(s) represented in the Occurrence became established at the location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/establishmentMeans,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/fieldNotes-2015-03-27,fieldNotes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.",The subject is a dwc:Event instance and the object is a (possibly IRI-identified) resource that is the field notes.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/fieldNotes,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/fieldNumber-2015-03-27,fieldNumber,An identifier given to the event in the field. Often serves as a link between field notes and the Event.,The subject is a (possibly IRI-identified) resource that is the field notes and the object is a dwc:Event instance.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/fieldNumber,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/footprintSRS-2015-03-27,footprintSRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/footprintSRS,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/footprintWKT-2015-03-27,footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/footprintWKT,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/fromLithostratigraphicUnit-2015-03-27,fromLithostratigraphicUnit,Use to link a dwc:GeologicalContext instance to an IRI-identified lithostratigraphic unit at the lowest possible level in a hierarchy.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.7 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/fromLithostratigraphicUnit,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/geodeticDatum-2015-03-27,geodeticDatum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.",https://epsg.io/4326,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/geodeticDatum,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/georeferenceProtocol-2015-03-27,georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/georeferenceProtocol,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/georeferenceSources-2015-03-27,georeferenceSources,"A map, gazetteer, or other resource used to georeference the Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/georeferenceSources,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/georeferenceVerificationStatus-2015-03-27,georeferenceVerificationStatus,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/georeferenceVerificationStatus,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/habitat-2015-03-27,habitat,A category or description of the habitat in which the Event occurred.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/habitat,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/identificationQualifier-2015-03-27,identificationQualifier,A controlled value to express the determiner's doubts about the Identification.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/identificationQualifier,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/identificationVerificationStatus-2015-03-27,identificationVerificationStatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects. Recommended best practice is to use a controlled vocabulary such as that used in HISPID and ABCD.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/identificationVerificationStatus,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/inDataset-2015-03-27,inDataset,Use to link a subject dataset record to the dataset which contains it.,A string literal name of the dataset can be provided using the term dwc:datasetName. See the Darwin Core RDF Guide for details.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/inDataset,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/informationWithheld-2015-03-27,informationWithheld,"Additional information that exists, but that has not been shared in the given record.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/informationWithheld,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/latestGeochronologicalEra-2015-03-27,latestGeochronologicalEra,Use to link a dwc:GeologicalContext instance to chronostratigraphic time periods at the lowest possible level in a standardized hierarchy.   Use this property to point to the latest possible geological time period from which the cataloged item was collected.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.6 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/latestGeochronologicalEra,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/lifeStage-2015-03-27,lifeStage,The age class or life stage of the biological individual(s) at the time the Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/lifeStage,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/locationAccordingTo-2015-03-27,locationAccordingTo,"Information about the source of this Location information. Could be a publication (gazetteer), institution, or team of individuals.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/locationAccordingTo,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/measurementDeterminedBy-2015-03-27,measurementDeterminedBy,"A person, group, or organization who determined the value of the MeasurementOrFact.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/measurementDeterminedBy,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/measurementMethod-2015-03-27,measurementMethod,"The method or protocol used to determine the measurement, fact, characteristic, or assertion.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/measurementMethod,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/measurementType-2015-03-27,measurementType,"The nature of the measurement, fact, characteristic, or assertion.",Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/measurementType,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/measurementUnit-2015-03-27,measurementUnit,The units associated with the measurementValue.,Recommended best practice is to use the International System of Units (SI).,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/measurementUnit,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/occurrenceStatus-2015-03-27,occurrenceStatus,A statement about the presence or absence of a Taxon at a Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/occurrenceStatus,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/organismQuantityType-2015-03-27,organismQuantityType,The type of quantification system used for the quantity of organisms.,A dwc;organismQuantityType must have a corresponding dwc:organismQuantity.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/organismQuantityType,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/preparations-2015-03-27,preparations,A preparation or preservation method for a specimen.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/preparations,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/recordNumber-2015-03-27,recordNumber,"An identifier given to the Occurrence at the time it was recorded. Often serves as a link between field notes and an Occurrence record, such as a specimen collector's number.",The subject is a dwc:Occurrence and the object is a (possibly IRI-identified) resource that is the field notes.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/recordNumber,not in ABCD,
http://rs.tdwg.org/dwc/iri/version/reproductiveCondition-2015-03-27,reproductiveCondition,The reproductive condition of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,2015-03-27,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/reproductiveCondition,not in ABCD,
