iri,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/verbatimCoordinates-2018-09-06,verbatimCoordinates,"The verbatim original spatial coordinates of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,"`41 05 54S 121 05 34W`, `17T 630000 4833400`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinates-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimCoordinates,{DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinatesText or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesUTM/UTMText},simple
http://rs.tdwg.org/dwc/terms/version/verbatimLatitude-2018-09-06,verbatimLatitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,`41 05 54.03S`,http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimLatitude-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimLatitude,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/VerbatimLatitude,simple
http://rs.tdwg.org/dwc/terms/version/verbatimLongitude-2018-09-06,verbatimLongitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,"`121d 10' 34"" W`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimLongitude-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimLongitude,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/VerbatimLongitude,simple
http://rs.tdwg.org/dwc/terms/version/verbatimCoordinateSystem-2018-09-06,verbatimCoordinateSystem,The spatial coordinate system for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location.,Recommended best practice is to use a controlled vocabulary.,"`decimal degrees`, `degrees decimal minutes`, `degrees minutes seconds`, `UTM`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinateSystem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,(partly) DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesGrid/GridCellSystem,simple
http://rs.tdwg.org/dwc/terms/version/verbatimSRS-2018-09-06,verbatimSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude, or verbatimCoordinates are based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.","`unknown`, `EPSG:4326`, `WGS84`, `NAD27`, `Campo Inchauspe`, `European 1950`, `Clarke 1866`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimSRS-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimSRS,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/footprintWKT-2018-09-06,footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.",,"`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/footprintWKT-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintWKT,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),simple
http://rs.tdwg.org/dwc/terms/version/footprintSRS-2018-09-06,footprintSRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.",,"`GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326).",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/footprintSRS-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintSRS,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/footprintSpatialFit-2018-09-06,footprintSpatialFit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Guide to Best Practices for Georeferencing, Chapman and Wieczorek, eds. 2006.","Detailed explanations with graphical examples can be found in the Guide to Best Practices for Georeferencing, Chapman and Wieczorek, eds. 2006.",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/footprintSpatialFit-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b),simple
http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2018-09-06,georeferencedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Brad Millen (ROM)`, `Kristina Yamamoto | Janet Fang`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferencedBy,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/georeferencedDate-2018-09-06,georeferencedDate,The date on which the Location was georeferenced.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). '2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferencedDate-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferencedDate,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2018-09-06,georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",,"`Guide to Best Practices for Georeferencing. (Chapman and Wieczorek, eds. 2006). Global Biodiversity Information Facility.`, `MaNIS/HerpNet/ORNIS Georeferencing Guidelines`, `Georeferencing Quick Reference Guide`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2018-09-06,georeferenceSources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`https://www.geonames.org/`, `USGS 1:24000 Florence Montana Quad | Terrametrics 2008 on Google Earth`, `GeoLocate`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceSources,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2018-09-06,georeferenceVerificationStatus,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description.,Recommended best practice is to use a controlled vocabulary.,"`requires verification`, `verified by collector`, `verified by curator`",http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceVerificationStatus,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2018-09-06,georeferenceRemarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.",,`Assumed distance by road (Hwy. 101)`.,http://purl.org/dc/terms/Location,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,simple
http://rs.tdwg.org/dwc/terms/version/GeologicalContext-2018-09-06,GeologicalContext,"Geological information, such as stratigraphy, that qualifies a region or place.",,A lithostratigraphic layer.,,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/GeologicalContext-2017-10-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/GeologicalContext,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,extension
http://rs.tdwg.org/dwc/terms/version/geologicalContextID-2018-09-06,geologicalContextID,"An identifier for the set of information associated with a GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,https://opencontext.org/subjects/e54377f7-4452-4315-b676-40679b10c4d9,http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/geologicalContextID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/geologicalContextID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/earliestEonOrLowestEonothem-2018-09-06,earliestEonOrLowestEonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",,"`Phanerozoic`, `Proterozoic`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/earliestEonOrLowestEonothem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/latestEonOrHighestEonothem-2018-09-06,latestEonOrHighestEonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",,"`Phanerozoic`, `Proterozoic`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/latestEonOrHighestEonothem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/earliestEraOrLowestErathem-2018-09-06,earliestEraOrLowestErathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Cenozoic`, `Mesozoic`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/earliestEraOrLowestErathem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/latestEraOrHighestErathem-2018-09-06,latestEraOrHighestErathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Cenozoic`, `Mesozoic`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/latestEraOrHighestErathem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/earliestPeriodOrLowestSystem-2018-09-06,earliestPeriodOrLowestSystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Neogene`, `Tertiary`, `Quaternary`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/earliestPeriodOrLowestSystem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/latestPeriodOrHighestSystem-2018-09-06,latestPeriodOrHighestSystem,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Neogene`, `Tertiary`, `Quaternary`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/latestPeriodOrHighestSystem-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/earliestEpochOrLowestSeries-2018-09-06,earliestEpochOrLowestSeries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Holocene`, `Pleistocene`, `Ibexian Series`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/earliestEpochOrLowestSeries-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/latestEpochOrHighestSeries-2018-09-06,latestEpochOrHighestSeries,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Holocene`, `Pleistocene`, `Ibexian Series`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/latestEpochOrHighestSeries-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/earliestAgeOrLowestStage-2018-09-06,earliestAgeOrLowestStage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Atlantic`, `Boreal`, `Skullrockian`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/earliestAgeOrLowestStage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/latestAgeOrHighestStage-2018-09-06,latestAgeOrHighestStage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Atlantic`, `Boreal`, `Skullrockian`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/latestAgeOrHighestStage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/lowestBiostratigraphicZone-2018-09-06,lowestBiostratigraphicZone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,,`Maastrichtian`,http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/lowestBiostratigraphicZone-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2018-09-06,highestBiostratigraphicZone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,,`Blancan`,http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/lithostratigraphicTerms-2018-09-06,lithostratigraphicTerms,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,,`Pleistocene-Weichselien`,http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/lithostratigraphicTerms-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy/LithostratigraphicTerms,simple
http://rs.tdwg.org/dwc/terms/version/group-2018-09-06,group,The full name of the lithostratigraphic group from which the cataloged item was collected.,,"`Bathurst`, `Lower Wealden`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/group-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/group,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/formation-2018-09-06,formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,,"`Notch Peak Formation`, `House Limestone`, `Fillmore Formation`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/formation-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/formation,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/member-2018-09-06,member,The full name of the lithostratigraphic member from which the cataloged item was collected.,,"`Lava Dam Member`, `Hellnmaria Member`",http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/member-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/member,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/bed-2018-09-06,bed,The full name of the lithostratigraphic bed from which the cataloged item was collected.,,`Harlem coal`,http://rs.tdwg.org/dwc/terms/GeologicalContext,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/bed-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/bed,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/Identification-2018-09-06,Identification,"A taxonomic determination (e.g., the assignment to a taxon).",,A subspecies determination of an organism.,,2014-10-23,recommended,http://rs.tdwg.org/dwc/terms/version/Identification-2014-10-23,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/Identification,DataSets/DataSet/Units/Unit/Identifications/Identification,extension
http://rs.tdwg.org/dwc/terms/version/identificationID-2018-09-06,identificationID,An identifier for the Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,,`9992`,http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identificationID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/identificationQualifier-2018-09-06,identificationQualifier,"A brief phrase or a standard term (""cf."", ""aff."") to express the determiner's doubts about the Identification.",,"`aff. agrifolia var. oxyadenia` (for `Quercus aff. agrifolia var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia`  in specificEpithet, `oxyadenia`  in infraspecificEpithet, and `var.` in taxonRank. `cf. var. oxyadenia` for `Quercus agrifolia cf. var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia` in specificEpithet, `oxyadenia` in infraspecificEpithet, and `var.` in taxonRank.",http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identificationQualifier-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationQualifier,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/IdentificationQualifier,simple
http://rs.tdwg.org/dwc/terms/version/typeStatus-2018-09-06,typeStatus,"A list (concatenated and separated) of nomenclatural types (type status, typified scientific name, publication) applied to the subject.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`holotype of Ctenomys sociabilis. Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`, `holotype of Pinus abies | holotype of Picea abies`",http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/typeStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/typeStatus,DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeText,simple
http://rs.tdwg.org/dwc/terms/version/identifiedBy-2018-09-06,identifiedBy,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the Taxon to the subject.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`James L. Patton`, `Theodore Pappenfuss | Robert Macey`",http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identifiedBy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identifiedBy,DataSets/DataSet/Units/Unit/Identifications/Identification/Identifiers/IdentifiersText,simple
http://rs.tdwg.org/dwc/terms/version/dateIdentified-2018-09-06,dateIdentified,The date on which the subject was identified as representing the Taxon.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). '2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/dateIdentified-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/dateIdentified,DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,simple
http://rs.tdwg.org/dwc/terms/version/identificationReferences-2018-09-06,identificationReferences,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the Identification.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Aves del Noroeste Patagonico. Christie et al. 2004.`, `Stebbins, R. Field Guide to Western Reptiles and Amphibians. 3rd Edition. 2003. | Irschick, D.J. and Shaffer, H.B. (1997). The polytypic species revisited: Morphological differentiation among tiger salamanders (Ambystoma tigrinum) (Amphibia: Caudata). Herpetologica, 53(1), 30-49.`",http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identificationReferences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationReferences,DataSets/DataSet/Units/Unit/Identifications/Identification/References,simple
http://rs.tdwg.org/dwc/terms/version/identificationVerificationStatus-2018-09-06,identificationVerificationStatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,Recommended best practice is to use a controlled vocabulary such as that used in HISPID and ABCD.,"`0` (""unverified"" in HISPID/ABCD).",http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identificationVerificationStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationVerificationStatus,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/identificationRemarks-2018-09-06,identificationRemarks,Comments or notes about the Identification.,,`Distinguished between Anthus correndera and Anthus hellmayri based on the comparative lengths of the uñas.`,http://rs.tdwg.org/dwc/terms/Identification,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/identificationRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationRemarks,DataSets/DataSet/Units/Unit/Identifications/Identification/Notes,simple
http://rs.tdwg.org/dwc/terms/version/Taxon-2018-09-06,Taxon,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,,The genus Truncorotaloides as published by Brönnimann et al. in 1953 in the Journal of Paleontology Vol. 27(6) p. 817-820.,,2014-10-23,recommended,http://rs.tdwg.org/dwc/terms/version/Taxon-2014-10-23,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/Taxon,no simple equivalent in ABCD,extension
